ID,Name,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GNB-ADM1-3_0_0-B1,Bissau,2541.42142,2902.578829,3258.659817,3608.707163,3924.809569,4187.556747,4399.881552,4556.876885,4644.201155,4687.28419
GNB-ADM1-3_0_0-B2,Bafatá,36.08851152,44.08352389,51.12033385,57.24181402,61.95576266,65.02445975,66.80948178,67.42206888,66.77338363,65.50757184
GNB-ADM1-3_0_0-B3,Biombo,104.5795848,123.1850387,139.7344297,154.3893178,165.7264139,173.1850338,177.5614114,179.1236532,177.6251297,174.6465924
GNB-ADM1-3_0_0-B4,Bolama,23.91556945,27.61567055,30.75938725,33.40726349,35.12510203,35.8614294,35.87793121,35.3064523,34.16502388,32.81364477
GNB-ADM1-3_0_0-B5,Cacheu,47.99719964,58.92322144,68.72173131,77.36281603,84.04212014,88.49743128,91.36977209,92.79321442,92.68567242,91.71785153
GNB-ADM1-3_0_0-B6,Gabu,17.8936709,21.86964564,25.36640542,28.39708574,30.72811879,32.23893964,33.12727461,33.4488583,33.16281152,32.57200309
GNB-ADM1-3_0_0-B7,Oio,32.90362311,40.14006373,46.54280406,52.10901401,56.41903464,59.23851161,60.90912047,61.53255451,61.01484509,59.94311505
GNB-ADM1-3_0_0-B8,Quinara,16.80938107,20.16723227,23.07850655,25.56563972,27.40325851,28.49787992,29.02271591,29.03382558,28.52175922,27.7730879
GNB-ADM1-3_0_0-B9,Tombali,23.55848467,28.41564988,32.63285379,36.24277538,38.93573216,40.58613516,41.43967353,41.5912539,40.98488417,40.04482906
