Name ,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
Wakhan,1.092328199,1.108689616,1.12175281,1.128270143,1.128049138,1.121198851,1.11088815,1.095925812,1.050016228,0.998690224
Khwajaghar,95.29985543,127.3531847,166.2406346,208.2186118,249.0936517,286.7996829,319.6951104,347.4226768,369.3999353,384.5716993
Marmul,44.50713062,57.48584722,73.17338954,90.11230269,106.6591477,122.0438185,135.609341,147.1262217,156.3333261,162.7940656
Nahr-e-Shahi,236.9087391,294.615978,365.3139334,443.1729391,521.4475611,596.5568405,665.2276853,726.1151972,777.48737,816.7163249
Lashkargah,49.5700306,66.43559274,87.08277033,109.5158551,131.4749175,151.8675658,169.7500222,184.8970688,196.9945752,205.4441001
Pushtrod,27.46794886,36.65084962,47.8335327,59.92758772,71.72529621,82.61737173,92.12830318,100.1469957,106.483002,110.8519409
Bakwa,9.365009443,12.44403003,16.17462398,20.19533273,24.08398802,27.67494746,30.78351051,33.40663569,35.44431825,36.83122923
Kandahar / Dand,500.8218416,644.0632557,819.0848456,1010.077803,1199.078474,1376.938574,1535.778504,1673.094301,1785.509958,1867.452957
Zheray,21.04573459,28.25917083,37.08342891,46.64898955,55.99153048,64.65265149,72.21400709,78.61356171,83.68891187,87.20896591
Khakrez,17.5866807,23.48842982,30.65956122,38.39097025,45.91435308,52.86254454,58.91618059,64.00315923,68.01031654,70.74689404
Daman,19.4908287,25.48072291,32.76655047,40.63617826,48.33457446,55.49409584,61.78629179,67.11702179,71.38908402,74.37823814
Nesh,8.455894045,11.04731121,14.14157948,17.42910187,20.58955061,23.46990296,25.96288059,28.00871145,29.57833523,30.5996304
Shahwalikot,21.12617858,28.12430898,36.61870121,45.79993351,54.73767242,62.98904572,70.18750122,76.23610372,81.0108852,84.28945422
Miyanshin,14.19570573,18.46697499,23.55957798,28.96001475,34.12471925,38.82050831,42.85635561,46.1683052,48.68885035,50.31019363
Dehrawud,28.78228288,37.41570392,47.68719351,58.55842135,68.9630465,78.41647697,86.54009002,93.19778932,98.26078611,101.5136952
Shahid-e-Hassas,27.67119176,36.08518853,46.10430938,56.71143583,66.86087474,76.07826302,83.99811844,90.49469177,95.43715529,98.62260943
Tirinkot,36.48051555,48.23543828,62.43704266,77.67403017,92.42988843,105.9922941,117.7610452,127.5843701,135.2571601,140.4256851
Tarnak Wa Jaldak,9.258066921,12.36669017,16.1383058,20.23981933,24.20194966,27.87218865,31.07626198,33.7610118,35.89619056,37.3386797
Mizan,12.83733022,16.85292823,21.67094238,26.80160146,31.74088193,36.25449716,40.15258127,43.37409237,45.85985425,47.49858751
Daychopan,18.23204036,23.21683748,29.09077549,35.25227963,41.10160836,46.3774916,50.88446862,54.52106368,57.21762684,58.86555972
Qalat,15.01673838,20.08461463,26.29348018,32.99980268,39.55491992,45.62146999,50.94498207,55.41592027,58.97862493,61.44242457
Kakar,15.15387662,19.44117194,24.53283417,29.90760439,35.03797772,39.68964476,43.68175582,46.93834471,49.38328566,50.92129335
Shahjoy,34.99906871,46.85303204,61.29207328,76.8943443,92.09208583,106.1321443,118.3658936,128.659342,136.7888192,142.3743298
Shinkay,12.44113338,16.66405402,21.81869379,27.41148988,32.84158448,37.87130633,42.25767707,45.96078054,48.87862624,50.89667236
Nawbahar,11.89524966,16.00433591,21.05419174,26.52269542,31.8599508,36.82395255,41.14731114,44.80466721,47.73421061,49.75464038
Jaghuri,67.78636718,84.44700248,103.9324827,124.2436408,143.4187565,160.6470756,175.2904845,186.9557917,195.3622678,200.2160309
Gelan,52.01266899,68.76255157,88.98752366,110.6903516,131.7024713,150.9848988,167.7309802,181.6773693,192.5614879,199.8722694
Qarabagh,112.7118727,148.556232,192.0290993,238.8843831,284.4388721,326.4351323,363.0100784,393.6419086,417.6789271,434.0028821
Andar,112.343529,151.2310788,198.7848791,250.3931754,300.86054,347.5955785,388.4521368,422.9680013,450.4110636,469.4569161
Waghaz,67.47971215,90.40700695,118.3459912,148.5901242,178.0851328,205.3479695,229.1313539,249.1656291,265.0123655,275.9250367
Walimuhammad-e-Shahid,61.74534959,82.93715559,108.7962373,136.8111101,164.1545035,189.4318066,211.4986633,230.0929605,244.8344405,255.0074931
Jaghatu,51.82160135,67.18923187,85.58481378,105.17728,124.0297275,141.2412317,156.099708,168.3521077,177.7260503,183.8264028
Dehyak,149.5736487,200.2927426,262.2548647,329.4847099,395.2348982,456.1542371,509.4794238,554.5669566,590.4582443,615.4275677
Ghazni,3161.974872,4193.852828,5455.593375,6827.553733,8173.954759,9426.687878,10529.07508,11466.99641,12219.83826,12750.72828
Zanakhan,50.54196919,67.3315773,87.69591058,109.6434658,130.9615197,150.5895849,167.6686589,181.9778464,193.2155995,200.8659032
Nawur,13.26176655,15.60175206,18.32608525,21.15775929,23.82778423,26.22381285,28.26259813,29.82849314,30.87490442,31.35815094
Nawa,11.37457693,15.14143701,19.76352832,24.75101435,29.60888103,34.1210164,38.04490081,41.34926194,43.9847755,45.7818301
Wazakhah,7.8011703,10.50575039,13.80039538,17.39717214,20.89993746,24.16839701,27.02639142,29.43968081,31.35501677,32.68727435
Zarghunshahr,41.24224688,55.08469798,72.01248182,90.42194903,108.4819666,125.2598923,139.9986809,152.5133781,162.5301729,169.5562286
Yahyakhel,35.4632893,47.75335455,62.77573378,79.09832588,95.05883387,109.8396056,122.782761,133.7117489,142.4043499,148.4512704
Omna,25.9549695,34.85887184,45.71183944,57.48583592,68.96779574,79.59230686,88.87154786,96.69003603,102.8855714,107.1715837
Ziruk,70.78022225,92.24713697,117.795367,144.8410456,170.7150897,194.221227,214.4015818,230.9620254,243.5534396,251.6598651
Sarrawzah,33.0568596,43.90856679,57.08181506,71.31147563,85.15317307,97.91148964,109.0330256,118.3588967,125.7018598,130.7020234
Sharan,63.21185591,84.67570681,110.907169,139.3712677,167.199101,192.9856075,215.5556523,234.6346109,249.8293697,260.3993352
Yosufkhel,51.51952766,69.31855897,91.10073482,114.7387373,137.8587406,159.2445401,177.9658639,193.7634563,206.3296541,215.0556836
Matakhan,60.50281897,81.42836643,107.0274162,134.8100579,161.9893537,187.1811633,209.2129071,227.8438247,242.6658435,252.9676068
Spera,45.15993786,57.93935878,72.83642167,88.34385934,102.9989499,116.1154097,127.2109785,136.1398267,142.7369159,146.7463223
Mandozayi,247.3483145,332.1185979,435.5501416,547.6108525,657.006917,758.1610445,846.4934719,920.9588268,979.9820534,1020.751698
Shamal,60.60694384,77.79252733,97.9888883,119.111217,139.1033367,157.0960042,172.4257806,184.7857793,193.9428509,199.5547341
Nadirshahkot,37.98541086,49.05547113,62.17576831,76.01895048,89.22753826,101.1988729,111.4638612,119.8449835,126.1629369,130.1677235
Musakhel,88.41051347,112.5427133,140.9255266,170.6541227,198.829409,224.240655,245.9268886,263.4240061,276.3627477,284.2517456
Qalandar,44.34078059,55.44168065,68.26840961,81.47986375,93.81167027,104.7786516,114.0130526,121.2827498,126.4211125,129.2762457
Chamkani,86.34770899,109.6588267,136.8379843,165.0793211,191.6824972,215.4996637,235.6790091,251.8142086,263.577317,270.5485725
Lija Ahmad Khel / Laja Mangel,52.94456712,64.80961912,78.27160788,91.90775636,104.4457805,115.4479232,124.5970854,131.576174,136.220933,138.4285334
Sayedkaram / Mirzaka,107.2751693,139.727522,178.5722481,219.9706673,259.8184839,296.2222258,327.6701953,353.6493786,373.6042575,386.6748011
Zadran,53.95387262,68.2921715,84.9762025,102.2823029,118.5352258,133.0675721,145.3702737,155.1685156,162.2577488,166.396757
Kharwar,75.87785857,99.59235379,128.0265219,158.3519608,187.5472492,214.2250581,237.2636365,256.3277332,271.0251946,280.7109033
Gardez,75.63098791,98.63749031,126.6109898,156.9153568,186.628668,214.2986248,238.705864,259.5016992,276.1987005,288.0030438
Barakibarak,185.9216851,245.4239646,317.5375202,395.2740595,470.9089503,540.7532739,601.7322008,653.0241644,693.5222595,721.350347
Pul-e-Alam,84.95711668,112.3868572,145.6488368,181.4978944,216.373809,248.5449515,276.6011063,300.1682038,318.7354133,331.4343602
Mohammadagha,69.44680231,91.27718302,117.6615773,146.0076832,173.4777348,198.7311731,220.6552541,238.9334676,253.1635957,262.7061384
Nerkh,59.41162928,76.78860614,97.50879383,119.4984211,140.575401,159.7765999,176.3075353,189.8814873,200.2148248,206.8662746
Maydanshahr,110.4579977,136.4669507,167.1534633,199.5387784,230.6283961,259.1237248,283.931657,304.4679819,320.2229184,330.5582697
Jalrez,37.0901953,41.57507996,46.60291387,51.64790985,56.25527209,60.28708922,63.62918965,65.91653882,67.01661097,66.94390699
Chak,49.36868301,63.64188278,80.60192133,98.5352036,115.6810105,131.245054,144.6113605,155.539651,163.7946292,169.0384565
Daymirdad,27.82933058,34.62836105,42.59761692,50.92219068,58.79025471,65.8746744,71.9042529,76.71418864,80.18827655,82.20299568
Hesa-e-Awal-e-Behsud,32.06530005,36.24478042,40.95475969,45.70063029,50.04649801,53.85007148,57.01082765,59.21630961,60.34558594,60.41610386
Markaz-e-Behsud,36.28515833,44.09207633,53.28967576,62.95843592,72.15937698,80.48875449,87.61820184,93.29327676,97.34784,99.62861899
Dehbala,71.23843998,90.19633432,112.6625531,136.4202455,159.0911829,179.563568,197.0736146,211.3374845,222.0587115,228.785094
Jalalabad,826.6939662,979.3178458,1166.668978,1376.078396,1592.398983,1806.896473,2010.611696,2198.251136,2363.431644,2497.531052
Miramor,25.95066047,30.28137872,35.08266814,39.83778766,44.12373274,47.8189842,50.83790791,52.97710248,54.16084856,54.39086185
Ashtarlay,19.50408553,24.71278197,30.76918573,37.045974,42.93778639,48.20043696,52.65098872,56.19007172,58.74530513,60.23561146
Waras,30.73527057,37.92970031,46.22591964,54.75745481,62.71917382,69.79626174,75.75345099,80.4121789,83.65227737,85.38328295
Panjab,29.19594878,34.12079314,39.64506014,45.18120013,50.22623109,54.62550497,58.25703958,60.89204932,62.43390571,62.86903052
Bamyan,30.56620956,36.00256356,42.42259931,49.18051525,55.62836611,61.47633603,66.49759732,70.43097582,73.1401602,74.53532626
Sayghan,12.58813821,15.1446954,18.13462738,21.24834962,24.19172672,26.8376765,29.08660426,30.85010696,32.06840791,32.70736619
Musayi,168.167337,222.5446328,288.1051593,358.3361954,426.2257914,488.4437003,542.3489808,587.1952268,622.0892121,645.4495241
Kabul,6646.032826,8535.771236,10826.6387,13305.27258,15735.74428,18002.04531,20006.38994,21717.41237,23095.00828,24073.75296
Koh-e-Safi,26.01795075,33.83549948,43.13950235,52.99509801,62.43360687,71.01561769,78.38851955,84.44255509,89.0493489,92.01572128
Jabalussaraj,508.2051279,614.4077481,737.9165366,866.8825113,989.9381282,1102.425565,1200.443452,1281.112103,1342.232923,1381.524934
Dara-e-Nur,127.0214605,147.8167816,170.7067392,193.2426715,213.4506323,230.7933433,244.904309,254.7927568,260.064186,260.7876036
Mahmud-e-Raqi,406.0502342,532.5121514,684.2788468,846.260662,1002.398927,1145.232935,1268.763209,1371.211722,1450.456689,1502.993715
Tagab,49.04464601,59.01857363,70.63926878,82.71046039,94.08465483,104.2852133,112.9464637,119.7094414,124.3626747,126.7769232
Qarghayi,121.4292334,158.1920093,202.1126565,248.8257124,293.7209471,334.6859895,370.0439343,399.24104,421.6616032,436.3544339
Alingar,13.48067053,15.90021832,18.62446637,21.37014759,23.8990757,26.12121509,27.97893457,29.37555896,30.26196493,30.62609664
Onaba (Anawa),65.96642035,76.34881246,87.81608591,99.13377768,109.3102071,118.0668843,125.2140361,130.2122419,132.8508224,133.1603799
Dara / Ab Shar,45.35152893,46.58750436,47.80637559,48.88715515,49.76201365,50.44920049,50.95892431,50.68695633,49.44054087,47.37360741
Chawkay,109.7623005,132.0497555,157.0519988,182.1129149,204.9644818,224.8851876,241.3264498,253.5881799,261.3178935,264.415416
Narang,72.53755356,85.37309771,99.53645014,113.5276467,126.1186612,136.9695342,145.822155,152.1984946,155.902241,156.9123927
Marawara,93.18742283,110.0051941,128.7597159,147.5305411,164.7129585,179.7928313,192.397306,202.0182272,208.4199515,211.4644454
Chapadara,35.14813278,38.20812668,41.34493102,44.22428132,46.64028254,48.58834142,50.0814558,50.7439755,50.46554653,49.33409335
Dara-e-Pech,78.48279197,88.64340679,99.37040608,109.5011538,118.2411771,125.480055,131.1666607,134.6050056,135.58058,134.2506266
Barkunar,43.01014361,48.96013218,55.2995986,61.33703396,66.59041235,70.98082716,74.44255067,76.62840817,77.4083461,76.86568305
Wama,3.84629312,3.979685164,4.112261128,4.22870775,4.322863794,4.395866573,4.44879549,4.437143535,4.334808968,4.161832679
Nurgeram,34.78784947,37.66898388,40.68574939,43.52294885,45.97300573,48.01737934,49.6412834,50.47104282,50.38853863,49.4694558
Waygal,10.21176006,10.81144839,11.41802574,11.9697951,12.42959824,12.79827484,13.07572568,13.14729186,12.96243029,12.57070002
Bazarak,51.46009318,54.13954944,56.89824684,59.43686945,61.58206706,63.31604336,64.64816145,64.95160309,64.02770349,62.02695648
Shutul,57.90593629,68.02749785,79.54799557,91.24345596,102.0169821,111.4923171,119.3802739,125.2252248,128.8261651,130.1317524
Paryan,15.91474852,16.25235275,16.59443231,16.90185326,17.1552397,17.35954624,17.51180362,17.39656175,16.94904221,16.22636493
Khenj (Hes-e-Awal),17.4130709,18.09608145,18.78170494,19.39720233,19.91008629,20.31386205,20.61754631,20.60111933,20.19160971,19.44693417
Salang,44.19485428,50.82649724,58.01757434,64.98068211,71.11915475,76.30622162,80.45223981,83.20223185,84.43439362,84.20043754
Shekhali,27.07516964,31.38445823,36.27248747,41.2208165,45.77386566,49.77161115,53.09775347,55.52333837,56.95013701,57.36477596
Shibar,20.24128104,22.62767878,25.26691751,27.87856516,30.2371842,32.27452768,33.9485726,35.05259105,35.51887892,35.36614478
Kahmard,12.13294092,14.68402645,17.60986555,20.60453361,23.38528227,25.84762987,27.91478406,29.50291489,30.5638111,31.0796214
Lal Wa Sarjangal,24.26484218,29.53681626,35.69645215,42.11483138,48.17715697,53.62837508,58.26742012,61.92532042,64.49853673,65.90679012
Balabuluk,10.91334605,14.42919118,18.69103765,23.2531357,27.67610569,31.74531447,35.27050813,38.21015308,40.51982681,42.06866524
Shindand,15.30689626,20.41960779,26.65282063,33.38514149,39.95069366,46.00929872,51.27995459,55.72305566,59.23547178,61.63502885
Karukh,30.09935714,40.01398229,52.0106452,64.92987557,77.46425518,88.99839448,99.02991068,107.4228043,113.9957921,118.4554621
Injil,137.5008073,184.6140274,242.0727462,304.3103725,365.0498404,421.1910346,470.2034926,511.5012602,544.2322122,566.8111815
Zindajan,27.36374796,36.834625,48.39715527,60.95665286,73.24086322,84.60765525,94.55171682,102.9544159,109.6328908,114.2691499
Pashtunzarghun,44.13804213,58.39455097,75.64388281,94.17322142,112.1264953,128.6383195,142.9816426,154.9594937,164.3146182,170.6276869
Farsi,11.42464035,14.60294376,18.39700329,22.42103666,26.28358273,29.80558773,32.84568234,35.33807815,37.21957869,38.42860082
Obe,21.63501103,28.24894047,36.16098212,44.5697948,52.65344827,60.02471772,66.37988223,71.62788264,75.64608753,78.27194271
Tolak,14.36392352,18.75669463,24.01808694,29.61572808,34.99825817,39.9083539,44.1485482,47.6462029,50.33123157,52.08597969
Chisht-e-Sharif,6.83688185,8.75097719,11.00936063,13.38119915,15.63800536,17.67520797,19.41870107,20.83251435,21.88785243,22.54242199
Guzara,44.05726786,59.2054254,77.7114654,97.77266673,117.3618496,135.4881908,151.324243,164.6974094,175.3043092,182.6344194
Hirat,3276.017387,4410.569156,5797.592565,7302.763275,8773.96276,10135.48289,11325.25541,12329.60358,13127.68749,13680.74433
Abkamari,32.26720724,43.19595732,56.54260668,71.01732209,85.16591798,98.27855734,109.7537895,119.4540291,127.1649987,132.5291219
Charsadra,10.30727046,13.0821328,16.31057937,19.65786411,22.79977769,25.60460562,27.97938839,29.86859066,31.23734337,32.0386362
Garziwan,14.64051131,19.26774097,24.82269422,30.75150865,36.47128203,41.69892113,46.22307957,49.96913522,52.87362962,54.79237696
Bilcheragh,19.35714135,25.43802668,32.72554295,40.48049863,47.94152955,54.7498162,60.62728538,65.47839948,69.21379255,71.67167565
Pashtunkot,99.54805719,131.9492463,171.043253,212.9728616,253.5409031,290.7543709,323.0158187,349.8973475,370.8561416,384.928193
Maymana,129.7375265,172.9650612,225.8285382,283.2998601,339.6836949,392.0878033,438.1260696,477.2411067,508.5706923,530.5877995
Darzab,44.66533983,59.46154465,77.37626374,96.63459684,115.3256975,132.5020415,147.419464,159.8947258,169.6640215,176.2846964
Khwajadukoh,18.02616048,24.18790705,31.71872264,39.90095122,47.91874692,55.36805632,61.89659326,67.41346304,71.82711583,74.90737091
Khanaqa,99.62911445,134.1775211,176.4163493,222.2903502,267.157514,308.7258893,345.0832121,375.816828,400.261756,417.2463385
Chemtal,62.01307232,82.94583626,108.4599717,136.089294,163.056894,187.999753,209.7958976,228.1824901,242.7668514,252.8416094
Charbulak,140.1123519,188.522402,247.7082667,311.9889475,374.8563302,433.1104283,484.0664696,527.138394,561.4242115,585.243441
Mardyan,49.20934139,66.28181187,87.14656839,109.8140179,131.9951275,152.5465515,170.5149679,185.7019796,197.7995226,206.2066675
Aqcha,87.03171469,117.2135388,154.1299481,194.2117902,233.4238772,269.7487734,301.5161867,328.3667248,349.73348,364.5748778
Mingajik,45.52213588,61.29699727,80.61146078,101.5836377,122.0956499,141.1119992,157.7429332,171.7960517,182.9834189,190.7552957
Saghar,8.580593713,10.95530817,13.74499131,16.66347208,19.42951636,21.92098494,24.04392714,25.75668747,27.02472837,27.79719406
Taywarah,21.60700673,28.05448668,35.7312328,43.87188164,51.66281617,58.75350939,64.85169485,69.85590958,73.66451033,76.11679346
Shahrak,7.782014196,10.16046209,13.00417528,16.0329787,18.93857034,21.59416658,23.88462565,25.77260088,27.22158532,28.170443
Chaghcharan,11.77211745,15.18160727,19.2580399,23.59749769,27.77570081,31.60387297,34.91349898,37.64373887,39.73750895,41.10718653
Dawlatyar,12.15791277,15.97956693,20.6002145,25.55591547,30.36748661,34.80897483,38.66544951,41.87515992,44.38323786,46.07783239
Sharak-e-Hayratan,58.56470847,66.54501596,74.92179896,82.96407497,90.28292198,96.24002118,100.9016776,104.3452997,106.6046962,107.944311
Hazrat-e-Sultan,37.05514257,49.03182238,63.47859103,78.97961602,93.9857496,107.7704477,119.7273496,129.7012724,137.4806138,142.7123847
Charkent,34.91558614,46.42588892,60.34790564,75.3141284,89.82560294,103.157519,114.7389613,124.4130131,131.990253,137.1103421
Dehdadi,118.0491292,146.8035805,181.6670351,219.6511983,257.4480762,293.369149,325.8946844,354.3826671,378.0462787,395.7105287
Balkh,195.2595197,253.410002,324.5777265,402.3081247,479.1757274,551.4089639,615.7651449,671.2816093,716.6177663,749.5023664
Gosfandi,68.7243289,91.46907794,119.0913578,148.8902273,177.8761336,204.5954645,227.8744423,247.4011359,262.765335,273.2364727
Sholgareh,68.32805384,91.56285349,119.9108813,150.621031,180.6024015,208.3446857,232.5829431,253.0320967,269.2553105,280.4739522
Keshendeh,36.01267837,47.82226179,62.10574857,77.46717885,92.36276196,106.0562821,117.9528593,127.8914624,135.6790791,140.9409116
Zari,31.70990858,41.01395252,52.05611172,63.70854685,74.82840155,84.90832102,93.55223323,100.6111822,105.9370087,109.3189255
Feroznakhchir,23.72183175,31.61479697,41.1879477,51.50788879,61.52724999,70.75535794,78.78638946,85.51845472,90.80163095,94.40298749
Khuram Wa Sarbagh,18.26616342,23.96527426,30.812989,38.13396834,45.19756124,51.6643309,57.25526738,61.89519916,65.47839906,67.84962398
Sar-e-Pul,58.84054348,78.92023355,103.4226574,129.9780096,155.9138046,179.9173129,200.8966707,218.5892652,232.6374206,242.3499108
Balkhab,12.17046599,13.7121847,15.39280524,17.03644577,18.49799533,19.74664984,20.75632231,21.41710408,21.68410272,21.57665473
Kohestanat,9.893363776,12.21642039,14.94495311,17.80308422,20.51644805,22.96861463,25.05897854,26.73172499,27.94251484,28.63873055
Baghlan-e-Jadid,85.89227753,114.5913446,149.5501509,187.3680082,224.2763878,258.4060343,288.232644,313.3811219,333.3240236,347.1043305
Chardarah,252.554792,337.821326,441.7027355,554.127713,663.795579,765.1561986,853.6734709,928.2556529,987.3466414,1028.117361
Khanabad,155.4432422,206.0270818,267.82684,334.983666,400.8620707,462.1378818,516.0541946,561.9061068,598.6835678,624.5878861
Aliabad,99.48279837,132.8169883,173.436376,217.4210656,260.3591171,300.0912946,334.8249172,364.1240659,387.3860921,403.4822564
Burka,63.36141523,82.95710069,106.5471655,131.8071416,156.2236282,178.6080511,198.0121892,214.1272583,226.6092111,234.9014163
Dahana-e-Ghori,62.06357165,79.72959104,100.8408801,123.3296286,144.9849292,164.7962506,181.9469584,196.1254867,207.0082492,214.1255456
Pul-e-Khumri,234.1165907,302.0214288,384.1239511,472.6909315,559.2416474,639.6718447,710.5458998,770.7556123,818.9140105,852.7733257
Doshi,28.98625658,36.08002212,44.32622823,52.87990783,60.92246267,68.12498388,74.23488771,79.08469111,82.55943299,84.54004153
Nahrin,39.6532366,52.56747063,68.16686526,84.8892802,101.0962528,115.9641505,128.8572232,139.6184256,148.0145864,153.6683562
Khost Wa Fereng,15.23465461,16.7469979,18.38484874,19.97486102,21.37926027,22.56872015,23.5243391,24.09022378,24.21053883,23.91286315
Fereng Wa Gharu,15.41727658,17.20488362,19.11517803,20.95089541,22.55226694,23.89202806,24.96145672,25.6050004,25.77303414,25.51074653
Dehsalah,20.44024444,25.31387326,31.03613851,37.01082203,42.6682409,47.76023405,52.10614554,55.57092315,58.06671022,59.50462088
Eshkmesh,67.51166745,85.50209686,107.0089715,129.9084272,151.9395932,172.0746945,189.4735572,203.7357736,214.5145245,221.3514984
Namakab,25.85406899,30.92143474,36.77347087,42.79404212,48.4272592,53.43996172,57.66420523,60.91344082,63.08616599,64.12816785
Farkhar,20.48585243,23.43197231,26.74387817,30.07214758,33.12206871,35.78966323,38.007827,39.58966074,40.45748093,40.61614983
Taloqan,162.420636,216.5754077,282.6414572,354.2384428,424.2261386,489.0750528,545.8554171,593.8669414,632.0821264,658.6517184
Kalafgan,45.42135506,59.41577006,76.18858008,94.07105287,111.2754735,126.9955534,140.5679986,151.7928325,160.4250623,166.0952089
Yawan,20.72754499,25.41915723,30.85783857,36.50020439,41.80851446,46.57373995,50.63585082,53.86134047,56.17150959,57.4824802
Raghestan,13.95768508,16.85729658,20.23020563,23.72954737,27.03385516,30.00077254,32.52784731,34.52169417,35.91898611,36.67724475
Arghanjkhwa,25.51784388,31.03237009,37.28739757,43.60784477,49.41979043,54.51766058,58.75240866,61.96971704,64.08280953,65.05349297
Shuhada,15.57717892,17.02813326,18.65003597,20.27134548,21.7520465,23.04030226,24.10627268,24.78244752,24.99587713,24.78045527
Argo,60.00349578,77.38721337,98.09170667,120.0411265,141.0731214,160.2235443,176.7106619,190.2457324,200.5364118,207.1448879
Darayem,58.99899014,73.72835073,90.90634151,108.7632855,125.585236,140.6699946,153.474192,163.6682347,171.0057385,175.2378698
Teshkan,27.33395327,32.31454229,38.07395871,44.02066035,49.59543181,54.57400669,58.78596712,62.01287901,64.14393815,65.12419039
Jorm,17.89806299,19.89966932,22.06121124,24.15987228,26.01574056,27.59520895,28.86475573,29.6518262,29.89336962,29.61909813
Warduj,13.18674344,13.86642739,14.56984943,15.22087528,15.77087519,16.22124131,16.5705611,16.65370552,16.4239954,15.91641242
Pul-e-Hesar,16.99489746,18.31441977,19.73532078,21.11167314,22.32884721,23.36029704,24.18895546,24.62589663,24.60695021,24.1641275
Dara-e-Suf-e-Payin,32.03733772,42.9982507,56.35150229,70.81007944,84.92283934,97.97338956,109.3701523,118.9660855,126.5792983,131.8227369
Purchaman,6.498562432,8.312528132,10.45423497,12.71049832,14.85863559,16.79965122,18.46825289,19.82145946,20.83292291,21.46172466
Qala-e-Naw,37.53873656,49.25673651,63.4942393,78.89850892,93.9595457,107.9473051,120.2301461,130.6573477,138.9765676,144.799046
Mazar-e-Sharif,2920.573822,3364.606704,3911.251604,4531.250711,5187.799071,5857.611206,6513.421027,7135.070447,7698.795532,8174.407001
