Name ,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
Warsaj,7.786137964,7.955919812,8.125876772,8.276056935,8.398576878,8.496307774,8.56739438,8.506853112,8.286630654,7.929925552
Baghran,20.10083018,25.81462611,32.5469403,39.60942096,46.31029512,52.35941075,57.51841262,61.70028334,64.81215053,66.73966345
Pasaband,16.45276542,21.38166111,27.26050895,33.48801803,39.45616531,44.88423906,49.55647715,53.39220951,56.31293573,58.20034912
Chora / Chinarto,12.17798911,15.47469537,19.33644249,23.37702443,27.19400904,30.63339246,33.56134798,35.91582638,37.64768516,38.6925258
Kajran,24.93693757,31.99571519,40.31527351,49.04384357,57.328004,64.80710484,71.19299582,76.36209388,80.21247384,82.60029843
Nili,18.5867342,23.41146805,29.04710611,34.90429796,40.41796105,45.36401078,49.55822854,52.90352343,55.32959091,56.74530542
Kiti,21.30026203,26.60300529,32.78968485,39.22566854,45.29069181,50.73276484,55.35564909,59.03434044,61.6817364,63.21192269
Khadir,19.44670096,24.56935132,30.51344636,36.65857602,42.41184242,47.54154501,51.87073929,55.30270721,57.76086043,59.17548299
Sang-e-Takht,19.02882081,23.6143567,28.85921013,34.20174399,39.14449489,43.50035409,47.13613382,49.94417103,51.86981113,52.86323175
Gizab / Patoo,14.71754521,17.85703198,21.42583765,25.04836088,28.38591293,31.32452788,33.77523212,35.64082117,36.87531384,37.45075611
Shahrestan,24.97247746,31.09169961,38.15346432,45.42057142,52.20290032,58.23104647,63.30791581,67.29030683,70.09229443,71.62471665
Ajrestan,14.05622361,16.53826131,19.38142383,22.29015968,24.99356364,27.38783059,29.40078792,30.91335064,31.87576141,32.27084733
Ghorak,16.327465,21.5759447,27.9099551,34.68222574,41.22015286,47.21434117,52.40786563,56.73155314,60.08881044,62.34217437
Washer,3.290677668,4.399940055,5.795777555,7.286638288,8.735209032,10.08746598,11.26485463,12.26436797,13.04851093,13.60459149
Khashrod / Dularam,3.284306092,4.40623201,5.798844526,7.310884211,8.779297879,10.14907564,11.3182594,12.33537903,13.14562163,13.69951631
Nawzad,17.04602355,22.62610261,29.36626284,36.62185287,43.66192025,50.12836934,55.75089237,60.45393548,64.13365485,66.62018161
Nahr-e-Saraj,58.04633095,78.16638437,102.7990841,129.5375236,155.6997365,179.9267861,201.1259809,219.0438715,233.3037623,243.211781
Kajaki,33.84178253,44.78716816,57.99436821,72.16655702,85.88363083,98.47410961,109.3922695,118.4997912,125.5985717,130.3661016
Khasuruzgan,22.2330407,27.74618876,34.14949916,40.78268271,47.00771327,52.56918989,57.27241633,60.9931519,63.64449022,65.14619743
Surkhrod,320.2256024,414.8824252,529.1722124,652.2075282,772.1268637,883.1948306,980.6897495,1063.083765,1128.508333,1173.917524
Nad-e-Ali / Marja,25.30576153,34.06887784,44.80042714,56.45126884,67.84392124,78.42285911,87.65611522,95.47608671,101.6924019,106.0083201
Gulestan,4.008393541,5.190420099,6.610496805,8.11310633,9.565146539,10.87962046,12.01254697,12.95866209,13.67117392,14.13375118
Qadis,18.70028305,24.94153694,32.51862561,40.68942377,48.63436461,55.96532025,62.3379807,67.69039928,71.90542699,74.77374299
Ghormach,22.47905255,30.00034873,39.15490003,49.034067,58.65704852,67.54530815,75.28192935,81.80075324,86.93394588,90.47006133
Maywand,27.61532148,37.08088663,48.62385819,61.14489715,73.37149509,84.66585332,94.55424058,102.8820944,109.4925839,114.0541062
DoLayna,9.61379892,12.69811526,16.41907926,20.42110209,24.28573126,27.8399921,30.92767163,33.49813971,35.50364438,36.85489607
Qala-e-Kah,5.719383593,7.60908019,9.885298603,12.33906441,14.71634786,16.923177,18.81872313,20.42545774,21.6805581,22.5423087
Shibkoh,10.13129177,13.59705633,17.83478282,22.42758319,26.89962722,31.05754447,34.67385961,37.74325986,40.16021201,41.84687211
Kang,21.89419025,28.13434796,35.44593849,43.21326289,50.69036966,57.44556165,63.21851941,67.97071394,71.69240718,74.23350351
Zaranj,39.85527338,53.04213208,68.98346054,86.21087116,103.0106127,118.4430287,131.8737161,143.1528141,152.0750343,158.2537925
Spinboldak,8.658388208,11.53274021,14.96072083,18.66948831,22.25406786,25.56086388,28.40368835,30.80048942,32.69209015,33.95441569
Arghestan,9.323251539,12.4281762,16.15631481,20.20436049,24.12285485,27.71767412,30.85964531,33.47546549,35.54463684,36.96310593
Maruf,9.910186118,13.10019044,16.86483152,20.8978073,24.7895565,28.319449,31.3696219,33.89309007,35.86306308,37.19428388
Atghar,7.621003742,10.2596792,13.47640525,16.98375615,20.40511972,23.57270635,26.3333617,28.66692755,30.53459442,31.82387232
Malestan,38.1328163,45.15029859,53.11562936,61.19027431,68.62963815,75.16897903,80.61979712,84.6887108,87.24897357,88.25425679
Shomulzay,13.85736384,18.58874378,24.32198226,30.55388029,36.60859773,42.20353912,47.08583975,51.18995755,54.45274154,56.70402314
Turwo,7.72006121,10.31061106,13.42741935,16.81429242,20.08511836,23.12369763,25.76049794,27.96685686,29.70300063,30.89720013
Wormamay,1.254062306,1.647799769,2.114114534,2.609645109,3.090106381,3.52444279,3.901958454,4.209265432,4.440329017,4.606032135
Abband,21.74648015,29.26373238,38.45637237,48.44317455,58.20267182,67.24520907,75.15994953,81.82082958,87.13438799,90.82197167
Dila,17.42035832,23.37654874,30.68279257,38.59122269,46.32161317,53.48568519,59.74962515,65.02885544,69.23935982,72.14592697
Bermel,28.08145151,37.21315764,48.12442727,59.74603202,71.01823887,81.29017234,90.14692176,97.5361511,103.3084169,107.2005552
Gurbuz,62.02889561,81.63553051,104.8997737,129.6247396,153.5607519,175.3478594,194.0956352,209.7159701,221.9181594,230.1385211
Jajimaydan,67.11117247,87.42364801,110.9610338,135.4754123,158.9394788,179.8771035,197.5487461,211.981393,222.954177,230.0042102
Nazyan,91.07283702,117.4907133,148.4665575,180.9740581,211.9843442,239.8256697,263.4657089,282.7586294,297.3737669,306.6924858
Lalpur,38.1232304,49.26294771,62.11405195,75.4221784,88.05968877,99.28472117,108.7055917,116.3188976,122.0184189,125.5711044
Sarkani,40.56198945,49.4749342,59.48964521,69.59823403,78.91462178,86.98682891,93.61627448,98.72313252,102.2240856,104.0224301
Dangam,47.13338343,53.23915521,59.32469656,64.82213016,69.31998181,72.51194063,74.52477844,75.40144763,75.14419375,73.85833216
Nari,20.54045277,22.49317707,24.43930018,26.17962149,27.57898094,28.57482514,29.22542607,29.41797983,29.12208342,28.39078525
Kamdesh,8.665070714,8.985101616,9.30633535,9.594683303,9.827165127,10.00060386,10.12137429,10.08997868,9.870739534,9.485624491
Pachieragam,91.02500233,111.7097642,135.7951262,160.879038,184.537991,205.6988788,223.6129889,237.8325346,248.0102079,253.7765563
Farah,29.56274366,39.60420421,51.8433735,65.09189558,78.02902702,89.98692138,100.4390821,109.2587857,116.2443807,121.0686261
Chakhansur,3.67587964,4.93114176,6.47850913,8.157453988,9.795050988,11.30524777,12.63493636,13.78263407,14.6822152,15.28858223
Charburjak,2.079128387,2.772716891,3.571723411,4.466765211,5.354761371,6.134929295,6.83490005,7.426077873,7.875832648,8.184463687
Deh-e-Shu,2.180477182,2.932747414,3.80398844,4.783190925,5.758474079,6.617817219,7.391877615,8.048562632,8.549904815,8.894964682
Garmser,5.392398015,7.250073655,9.5049156,11.98300422,14.37440754,16.61606854,18.55198065,20.21461595,21.50218924,22.42683827
Shorabak,3.963108238,5.147202677,6.500616053,7.916156705,9.259488019,10.42961045,11.4165984,12.2394642,12.84155332,13.24983869
Gomal,2.840125776,3.75844159,4.870714313,6.064684603,7.216369828,8.262669948,9.186607292,9.952380249,10.55178803,10.9474948
Lash-e-Juwayn,5.407726838,7.184642358,9.33659947,11.65452675,13.89443965,15.9663083,17.77230972,19.28464775,20.47220303,21.3018389
Terezayi,70.45188208,93.03354414,119.7817119,148.1351857,175.5518288,200.430298,221.7629666,239.4704582,253.2462783,262.4554936
Barg-e-Matal,3.75441696,3.793925448,3.832072739,3.865542675,3.882818741,3.882420437,3.867858404,3.802644841,3.664012631,3.478815062
Mandol,7.328547261,7.498903905,7.669439922,7.817367806,7.939948704,8.036530069,8.108161949,8.062210064,7.849464121,7.509649359
Shinwari,107.6663166,124.1405517,142.4251076,160.6041392,177.0946499,191.4296996,203.2787345,211.8703737,216.8797401,218.3019727
Khak-e-Safed,15.76847175,20.65425377,26.53275468,32.82526835,38.89611367,44.45396245,49.26520104,53.26557733,56.35790027,58.40788234
Anardara,2.822210487,3.767948501,4.898832116,6.139607755,7.338991481,8.443728811,9.407447289,10.22849152,10.87390173,11.30853449
Gulran,10.50744652,14.0311498,18.29377238,22.88865313,27.37460117,31.53193101,35.13473641,38.17651922,40.58299307,42.24053045
Kohsan,10.39071841,13.87528407,18.10856845,22.67570264,27.15576683,31.29481283,34.91723379,37.96887258,40.3919473,42.08041029
Kushk,24.76990524,33.2213158,43.51059641,54.66618077,65.56218113,75.62874952,84.41798349,91.83825644,97.73770103,101.8178272
Kushk-e-Kohna,23.73792762,31.73921085,41.48872349,52.02494094,62.28767623,71.7587693,80.0255473,86.9839403,92.47191128,96.24485263
Ghoryan,9.068249893,12.17536632,15.95254749,20.06037228,24.06974434,27.76405779,31.00176165,33.73605035,35.91662204,37.41941987
Adraskan,3.987025935,5.319981952,6.950000087,8.708966331,10.42004018,11.99420431,13.3729205,14.55115197,15.47079362,16.09011486
Muqur,32.62915114,43.53424564,56.77493599,71.06086978,84.96104365,97.77712683,108.9369168,118.3072887,125.6980336,130.7537128
Almar,18.59979975,24.87454935,32.50244069,40.74047772,48.78935907,56.209264,62.67619722,68.14425726,72.46105532,75.46377667
Shirintagab,32.20861097,43.20702958,56.63447677,71.18528618,85.41635839,98.56637473,110.0488023,119.7577817,127.4598667,132.8078342
Qaramqol,9.792880271,13.14302072,17.21988898,21.64022738,25.95971827,29.9654885,33.45950153,36.40238191,38.74954369,40.392896
Qorghan,48.8477732,65.27498699,85.27140919,106.9093623,128.0318969,147.5742753,164.6244773,179.021723,190.4724743,198.4114585
Khan-e-Char Bagh,22.92761684,30.79933598,40.40844514,50.84137902,61.02460812,70.48012439,78.74009484,85.73106063,91.28381596,95.15318902
Shiberghan,58.9561219,78.17636463,101.6870615,127.2801852,152.4209292,175.8556019,196.5079312,214.1079426,228.2706363,238.2857052
Fayzabad,63.81650578,83.9403922,108.2505863,134.3715642,159.7181084,183.0313534,203.3164707,220.2793305,233.5592928,242.5424085
Khamyab,16.07915316,21.37504063,27.77396041,34.69609283,41.41827808,47.60907695,53.00806018,57.54627265,61.14348798,63.62231068
Shortepa,38.38460057,49.63101745,62.97588155,77.13571011,90.78407369,103.1998641,113.9024011,122.8049243,129.7426651,134.4276256
Kaldar,40.96885315,54.51498086,70.93516088,88.64801909,105.8857602,121.7800541,135.6404127,147.2921206,156.5041859,162.8528869
Khulm,37.57147467,50.27650689,65.74854531,82.52752777,98.8976174,114.0368033,127.2889943,138.4628874,147.3448795,153.4799409
Yakawlang,10.80700185,11.73450398,12.78605848,13.85238045,14.83617716,15.70506727,16.43013381,16.89753625,17.04560848,16.8947338
Sayad,41.2276105,55.11855292,72.01831138,90.25905075,108.0271821,124.4044387,138.6777387,150.6726682,160.1385299,166.6205557
Emamsaheb,121.50183,160.931711,208.3944705,259.3811181,308.8314918,354.2966978,393.9313371,427.2871055,453.6946957,471.8919869
Darqad,37.97711352,49.31727305,62.61785939,76.67557582,90.14633928,102.3836267,113.0306018,121.9955864,129.1098642,134.0406542
Chahab,41.65743579,54.33586701,69.3527708,85.26725955,100.5392318,114.4408485,126.4798765,136.5173244,144.3479799,149.6156786
Shahr-e-Buzorg,53.76989677,69.13740778,87.29436087,106.4200794,124.6341233,141.1309806,155.285273,166.8588018,175.6084877,181.1749527
Khwahan,6.509372601,7.485282229,8.52069141,9.514880671,10.39767194,11.13823185,11.7532679,12.19410756,12.45446814,12.52554762
Kofab,5.464498383,5.705869539,5.955812222,6.183565589,6.378035293,6.534530872,6.657657572,6.677729441,6.577337113,6.373320971
Shaki,5.883689837,6.045406801,6.175517532,6.255423412,6.294018649,6.299995624,6.294546146,6.206132115,6.022929485,5.749854595
Darwaz,5.57120808,5.720716956,5.85122879,5.954751091,6.028547722,6.073413669,6.100304458,6.043292318,5.880562377,5.622911308
Darwaz-e-Balla,5.21736611,5.397162785,5.548446037,5.656162214,5.7209759,5.754492076,5.765602724,5.707529969,5.557146809,5.324521348
Shighnan,4.941487717,5.252869142,5.579283856,5.887147292,6.151478981,6.371313599,6.544917678,6.625240458,6.579954207,6.440295555
Zebak,4.348153698,4.483723235,4.624603652,4.757976527,4.862120214,4.937030056,4.985070136,4.956286073,4.842786722,4.653063463
Eshkashem,5.094160283,5.363871276,5.623384948,5.845412528,6.020985656,6.151799832,6.252266705,6.269514169,6.190671068,6.026326151
