ID,Value
AFG,43.670393
AGO,0.67913
ALB,6.468265
AND,0
ARE,2346.455888
ARG,6.643319
ARM,59.34
ATG,8.461538
AUS,5.26
AUT,7.622535
AZE,53.126134
BDI,3.088507
BEL,56.484946
BEN,0.707898
BFA,9.492213
BGD,3.786324
BGR,40.65
BHR,205.775862
BHS,0
BIH,1.434007
BLR,4.543967
BLZ,0.687203
BOL,0.526429
BRA,1.323345
BRB,87.5
BRN,1.879623
BTN,0.562424
BWA,2.089327
CAF,0.069846
CAN,2.208498
CHE,7.373763
CHL,5.49702
CHN,29.86
CIV,2.71436
CMR,0.475612
COD,0.090419
COG,0.009141
COL,0.85575
COM,1.168125
CPV,8.96651
CRI,3.064842
CUB,25.623349
CYP,37.638913
CZE,23.992001
DEU,41.460936
DJI,7.899253
DMA,10
DNK,20.719166
DOM,43.730804
DZA,87.994446
ECU,3.736662
EGY,159.851775
ERI,10.106517
ESP,49.651848
EST,22.47646
ETH,11.596806
FIN,10.45443
FJI,0.450118
FRA,22.769665
FSM,
GAB,0.122306
GBR,9.673288
GEO,4.573511
GHA,2.786305
GIN,0.326563
GMB,1.450538
GNB,0.71031
GNQ,0.101145
GRC,19.721428
GRD,7.05
GTM,3.760442
GUY,0.861991
HND,2.493881
HRV,0.978505
HTI,15.638471
HUN,8.204575
IDN,9.240649
IND,44.529409
IRL,2.379738
IRN,89.999635
IRQ,93.055189
ISL,0.24416
ISR,2.64
ITA,44.828613
JAM,11.340697
JOR,118.4
JPN,28.4538
KAZ,28.143919
KEN,14.312592
KGZ,43.953537
KHM,0.609493
KIR,
KNA,51.25
KOR,57.584565
KWT,2603.487042
LAO,1.392734
LBN,33.284234
LBR,0.078938
LBY,1071.995277
LCA,14.3
LIE,
LKA,34.076768
LSO,2.133072
LTU,3.971744
LUX,2.462857
LVA,1.099899
MAR,49.035702
MCO,
MDA,13.215526
MDG,5.758778
MDV,15.666667
MEX,24.07
MHL,
MKD,13.182344
MLI,5.820419
MLT,44.356436
MMR,3.70384
MNE,
MNG,2.425234
MOZ,0.927968
MRT,15.859058
MUS,26.354053
MWI,11.077864
MYS,3.411505
NAM,0.93446
NER,3.748312
NGA,5.827897
NIC,1.348507
NIU,
NLD,21.07981
NOR,1.148931
NPL,5.860593
NRU,
NZL,2.74631
OMN,106.231736
PAK,102.500488
PAN,1.049281
PER,1.161169
PHL,25.050042
PLW,
PNG,0.088169
POL,37.787668
PRK,15.933403
PRT,17.050567
PRY,0.933105
PSE,48.74552
QAT,472.53599
ROU,5.098177
RUS,2.008358
RWA,1.443692
SAU,1242.637483
SDN,93.669567
SEN,7.232797
SGP,31.666667
SLB,0
SLE,0.177541
SLV,11.370042
SMR,
SOM,30.33607
SRB,4.278044
SSD,1.329293
STP,0.460033
SUR,0.956564
SVK,1.908712
SVN,6.127563
SWE,2.876045
SWZ,32.347334
SYC,
SYR,109.407816
TCD,2.438931
TGO,1.774125
THA,17.488838
TJK,71.354123
TKM,162.83132
TLS,14.266586
TON,
TTO,12.332322
TUN,94.008733
TUR,27.489558
TUV,
TWN,
TZA,7.447489
UGA,1.331451
UKR,13.905757
URY,3.522683
USA,22.609486
UZB,138.819613
VCT,11.178196
VEN,2.579149
VNM,12.789318
VUT,0
WSM,
XKX,
YEM,227.681387
ZAF,42.915441
ZMB,2.144046
ZWE,24.287928
VAT,
