ID,Value
AFG,
AGO,
ALB,
AND,
ARE,77.87
ARG,
ARM,
ATG,
AUS,
AUT,
AZE,
BDI,
BEL,
BEN,
BFA,
BGD,
BGR,
BHR,
BHS,
BIH,
BLR,
BLZ,
BOL,
BRA,
BRB,
BRN,
BTN,
BWA,
CAF,
CAN,
CHE,83.94
CHL,
CHN,
CIV,
CMR,
COD,
COG,
COL,
COM,
CPV,
CRI,
CUB,
CYP,
CZE,
DEU,8.05E+01
DJI,
DMA,
DNK,85.75
DOM,9.15
DZA,
ECU,
EGY,48.94
ERI,
ESP,75.88
EST,89.65
ETH,
FIN,
FJI,
FRA,
FSM,
GAB,
GBR,76.8
GEO,46.03
GHA,
GIN,
GMB,
GNB,
GNQ,
GRC,
GRD,
GTM,
GUY,
HND,
HRV,
HTI,
HUN,
IDN,
IND,
IRL,
IRN,
IRQ,
ISL,
ISR,
ITA,
JAM,
JOR,48.42
JPN,
KAZ,91.94
KEN,
KGZ,
KHM,
KIR,
KNA,
KOR,87.04
KWT,46.39
LAO,
LBN,69.64
LBR,
LBY,
LCA,
LIE,
LKA,
LSO,
LTU,75.88
LUX,73.27
LVA,80.14
MAR,40.83
MCO,
MDA,50.34
MDG,
MDV,
MEX,41.03
MHL,
MKD,30.75
MLI,
MLT,72.47
MMR,
MNE,47.88
MNG,
MOZ,
MRT,
MUS,
MWI,
MYS,78.13
NAM,
NER,
NGA,
NIC,
NIU,
NLD,83.76
NOR,84.68
NPL,
NRU,
NZL,78.42
OMN,58.96
PAK,
PAN,
PER,31.43
PHL,
PLW,
PNG,
POL,81.55
PRK,
PRT,76.05
PRY,
PSE,
QAT,66.12
ROU,59.96
RUS,80.56
RWA,
SAU,36.82
SDN,
SEN,
SGP,99.27
SLB,
SLE,
SLV,
SMR,
SOM,
SRB,
SSD,
STP,
SUR,
SVK,72.12
SVN,83.91
SWE,80.36
SWZ,
SYC,
SYR,
TCD,
TGO,
THA,46.91
TJK,
TKM,
TLS,
TON,
TTO,51.93
TUN,23.62
TUR,70.97
TUV,
TWN,
TZA,
UGA,
UKR,
URY,45.04
USA,69.35
UZB,
VCT,
VEN,
VNM,82.51
VUT,
WSM,
XKX,
YEM,
ZAF,35.76
ZMB,
ZWE,
VAT,
